O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-1041.08	2.D.1	Required Level of Education	RL	1	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	2	45.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	3	20.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	4	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	5	10.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	6	20.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	7	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	8	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	9	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	10	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	11	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	2.D.1	Required Level of Education	RL	12	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	1	20.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	2	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	4	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	5	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	6	30.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	7	35.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	8	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	9	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	10	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.1	Related Work Experience	RW	11	10.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	1	20.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	2	10.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	3	20.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	4	10.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	5	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	6	20.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	7	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	8	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.2	On-Site or In-Plant Training	PT	9	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	1	10.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	2	10.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	3	25.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	4	15.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	5	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	6	25.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	7	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	8	0.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1041.08	3.A.3	On-the-Job Training	OJ	9	5.00	20	n/a	n/a	n/a	n/a	07/2017	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	2	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	3	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	4	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	5	9.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	6	81.82	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	7	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	8	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	1	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	2	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	3	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	4	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	5	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	6	27.27	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	7	50.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	8	9.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	9	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	10	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.1	Related Work Experience	RW	11	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	1	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	2	18.18	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	3	9.09	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	4	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	5	22.73	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	6	22.73	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	7	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	8	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	1	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	2	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	3	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	4	13.64	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	5	27.27	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	6	36.36	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	7	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	8	4.55	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.3	On-the-Job Training	OJ	9	0.00	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1051.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.36	22	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1071.00	2.D.1	Required Level of Education	RL	1	0.00	41	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	2	13.52	41	7.1128	4.3690	34.8357	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	3	1.31	41	1.3491	0.1598	9.8803	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	4	4.82	41	3.1990	1.2228	17.1680	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	5	7.16	41	4.2700	2.0639	22.0258	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	6	46.59	41	14.8309	20.7341	74.4236	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	7	1.69	41	1.7422	0.2065	12.5116	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	8	24.91	41	19.3996	3.9175	72.9625	Y	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	9	0.00	41	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	10	0.00	41	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	11	0.00	41	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	2.D.1	Required Level of Education	RL	12	0.00	41	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.93	40	0.1089	1.7120	2.1524	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	1	1.62	40	1.6738	0.1955	12.1263	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	2	0.00	40	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	3	0.00	40	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	4	2.68	40	2.6885	0.3414	18.1311	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	5	1.96	40	1.8059	0.2967	11.8120	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	6	30.02	40	11.3097	12.6135	56.0317	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	7	7.77	40	3.8938	2.7269	20.1808	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	8	50.88	40	15.5770	22.6946	78.5116	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	9	4.60	40	3.2584	1.0598	17.8027	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	10	0.00	40	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	3.A.1	Related Work Experience	RW	11	0.49	40	0.5149	0.0590	3.9816	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	1	32.29	40	18.1692	8.1556	71.9188	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	2	8.32	40	4.5061	2.6708	23.0635	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	3	13.99	40	7.5636	4.3602	36.7091	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	4	8.00	40	4.3694	2.5512	22.4168	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	5	7.60	40	4.0989	2.4666	21.1257	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	6	20.10	40	9.2823	7.2450	44.7425	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	7	9.71	40	9.1835	1.2748	47.2309	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	40	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	40	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	1	1.36	40	1.4108	0.1650	10.3506	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	2	13.78	40	6.4348	5.0760	32.3413	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	3	11.89	40	7.1171	3.3030	34.7791	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	4	0.73	40	0.5893	0.1425	3.6655	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	5	50.13	40	15.5953	22.1545	78.0209	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	6	8.63	40	4.6174	2.8105	23.5910	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	7	12.98	40	9.5512	2.6247	45.2076	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	8	0.49	40	0.5149	0.0590	3.9816	N	08/2019	Incumbent
13-1071.00	3.A.3	On-the-Job Training	OJ	9	0.00	40	0.0000	n/a	n/a	N	08/2019	Incumbent
13-1071.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.91	39	0.3189	1.2608	2.5521	N	08/2019	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	1	48.00	13	21.8770	12.0292	86.1726	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	2	42.83	13	22.3450	9.3020	84.5457	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	3	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	4	8.90	13	9.1269	0.8325	53.1771	N	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	5	0.14	13	0.1607	0.0110	1.7171	N	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	6	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	7	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	8	0.14	13	0.1507	0.0128	1.4715	N	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	9	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	10	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	11	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	2.D.1	Required Level of Education	RL	12	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	1	18.06	13	16.6385	1.8661	71.8606	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	2	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	3	1.38	13	1.2720	0.1827	9.6776	N	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	4	3.83	13	4.0406	0.3631	30.3091	N	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	5	24.37	13	20.4471	2.7936	78.3237	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	6	33.54	13	21.2292	5.9600	80.0791	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	7	18.68	13	16.7281	2.0427	71.6750	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	8	0.14	13	0.1507	0.0128	1.4715	N	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	9	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	10	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.1	Related Work Experience	RW	11	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	1	46.65	13	22.2083	11.1231	85.9385	Y	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	2	0.14	13	0.1507	0.0128	1.4707	N	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	3	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	4	1.10	13	1.1938	0.1031	10.7809	N	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	5	33.41	13	21.1791	5.9289	79.9695	Y	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	6	18.70	13	16.7166	2.0517	71.6301	Y	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	1	21.89	13	17.0469	3.0921	71.0998	Y	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	2	1.38	13	1.2720	0.1827	9.6776	N	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	3	24.63	13	20.3797	2.9019	78.1344	Y	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	4	0.14	13	0.1507	0.0128	1.4715	N	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	5	33.41	13	21.1791	5.9289	79.9695	Y	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	6	0.14	13	0.1607	0.0110	1.7171	N	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	7	18.42	13	16.7010	1.9656	71.7754	Y	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	8	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1074.00	3.A.3	On-the-Job Training	OJ	9	0.00	13	0.0000	n/a	n/a	Y	06/2008	Incumbent
13-1075.00	2.D.1	Required Level of Education	RL	1	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	2	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	3	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	4	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	5	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	6	33.33	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	7	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	8	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	10	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	11	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.1	Required Level of Education	RL	12	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.43	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	1	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	2	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	3	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	4	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	5	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	6	33.33	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	7	23.81	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	8	28.57	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	9	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	10	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.1	Related Work Experience	RW	11	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	1	14.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	2	14.29	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	3	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	4	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	5	23.81	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	6	19.05	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	7	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	8	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	1	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	2	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	3	9.52	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	4	19.05	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	5	42.86	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	6	19.05	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	7	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	8	4.76	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1075.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.05	21	n/a	n/a	n/a	n/a	08/2023	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	1	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	2	8.33	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	3	8.33	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	4	8.33	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	5	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	6	75.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	7	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	8	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	9	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	10	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	11	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	2.D.1	Required Level of Education	RL	12	0.00	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
13-1081.00	3.A.1	Related Work Experience	RW	1	8.33	24	n/a	n/a	n/a	n/a	07/2016	Occupational Expert
